Niter 	 T[0]	T[1]	T[2]	T[3]	T[4]	T[5]	T[6]	T[7]	T[8]	T[9]	T[10]	T[11]	T[12]	T[13]	T[14]	T[15]	T[16]	T[17]	T[18]	T[19]	T[20]	T[21]	T[22]	T[23]	T[24]	T[25]	T[26]	T[27]	T[28]	T[29]	T[30]	T[31]	T[32]	T[33]	T[34]	T[35]	T[36]	T[37]	T[38]	T[39]	T[40]	T[41]	T[42]	T[43]	T[44]	T[45]	T[46]	T[47]	T[48]	T[49]	T[50]	T[51]	T[52]	T[53]	T[54]	T[55]	T[56]	T[57]	T[58]	T[59]	T[60]	T[61]	T[62]	T[63]	T[64]	T[65]	T[66]	T[67]	T[68]	T[69]	T[70]	T[71]	T[72]	T[73]	T[74]	T[75]	T[76]	T[77]	T[78]	T[79]	T[80]	T[81]	T[82]	T[83]	T[84]	T[85]	T[86]	T[87]	T[88]	T[89]	T[90]	T[91]	T[92]	T[93]	T[94]	T[95]	T[96]	T[97]	T[98]	T[99]	Residual 
24 	5.772066e+02 	5.329733e+02 	4.908411e+02 	4.514058e+02 	4.150999e+02 	3.821940e+02 	3.528093e+02 	3.269363e+02 	3.044587e+02 	2.851790e+02 	2.688422e+02 	2.551593e+02 	2.438258e+02 	2.345377e+02 	2.270030e+02 	2.209500e+02 	2.161328e+02 	2.123334e+02 	2.093626e+02 	2.070589e+02 	2.052869e+02 	2.039342e+02 	2.029094e+02 	2.021385e+02 	2.015626e+02 	2.011352e+02 	2.008202e+02 	2.005893e+02 	2.004212e+02 	2.002996e+02 	2.002120e+02 	2.001493e+02 	2.001046e+02 	2.000730e+02 	2.000507e+02 	2.000350e+02 	2.000241e+02 	2.000165e+02 	2.000113e+02 	2.000077e+02 	2.000052e+02 	2.000035e+02 	2.000024e+02 	2.000016e+02 	2.000011e+02 	2.000007e+02 	2.000005e+02 	2.000003e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	2.019337e+01 
25 	5.776578e+02 	5.342494e+02 	4.928276e+02 	4.539638e+02 	4.180789e+02 	3.854441e+02 	3.561902e+02 	3.303245e+02 	3.077517e+02 	2.882970e+02 	2.717281e+02 	2.577770e+02 	2.461573e+02 	2.365802e+02 	2.287651e+02 	2.224489e+02 	2.173912e+02 	2.133769e+02 	2.102179e+02 	2.077524e+02 	2.058433e+02 	2.043764e+02 	2.032574e+02 	2.024100e+02 	2.017726e+02 	2.012964e+02 	2.009429e+02 	2.006821e+02 	2.004908e+02 	2.003514e+02 	2.002503e+02 	2.001775e+02 	2.001252e+02 	2.000879e+02 	2.000615e+02 	2.000428e+02 	2.000297e+02 	2.000205e+02 	2.000141e+02 	2.000096e+02 	2.000066e+02 	2.000045e+02 	2.000030e+02 	2.000020e+02 	2.000014e+02 	2.000009e+02 	2.000006e+02 	2.000004e+02 	2.000003e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	1.926992e+01 
26 	5.780831e+02 	5.354554e+02 	4.947096e+02 	4.563942e+02 	4.209192e+02 	3.885547e+02 	3.594396e+02 	3.335956e+02 	3.109463e+02 	2.913372e+02 	2.745571e+02 	2.603572e+02 	2.484687e+02 	2.386169e+02 	2.305329e+02 	2.239620e+02 	2.186695e+02 	2.144437e+02 	2.110980e+02 	2.084707e+02 	2.064235e+02 	2.048405e+02 	2.036252e+02 	2.026989e+02 	2.019976e+02 	2.014703e+02 	2.010762e+02 	2.007835e+02 	2.005674e+02 	2.004089e+02 	2.002932e+02 	2.002092e+02 	2.001486e+02 	2.001050e+02 	2.000739e+02 	2.000518e+02 	2.000361e+02 	2.000251e+02 	2.000174e+02 	2.000120e+02 	2.000082e+02 	2.000056e+02 	2.000038e+02 	2.000026e+02 	2.000018e+02 	2.000012e+02 	2.000008e+02 	2.000005e+02 	2.000004e+02 	2.000002e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	1.841518e+01 
27 	5.784851e+02 	5.365973e+02 	4.964958e+02 	4.587075e+02 	4.236311e+02 	3.915353e+02 	3.625655e+02 	3.367559e+02 	3.140466e+02 	2.943018e+02 	2.773295e+02 	2.628991e+02 	2.507580e+02 	2.406455e+02 	2.323037e+02 	2.254866e+02 	2.199651e+02 	2.155316e+02 	2.120011e+02 	2.092123e+02 	2.070264e+02 	2.053258e+02 	2.040124e+02 	2.030050e+02 	2.022376e+02 	2.016569e+02 	2.012202e+02 	2.008938e+02 	2.006513e+02 	2.004723e+02 	2.003407e+02 	2.002446e+02 	2.001748e+02 	2.001244e+02 	2.000881e+02 	2.000621e+02 	2.000436e+02 	2.000305e+02 	2.000212e+02 	2.000147e+02 	2.000102e+02 	2.000070e+02 	2.000048e+02 	2.000033e+02 	2.000022e+02 	2.000015e+02 	2.000010e+02 	2.000007e+02 	2.000005e+02 	2.000003e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	1.762214e+01 
28 	5.788658e+02 	5.376808e+02 	4.981941e+02 	4.609126e+02 	4.262240e+02 	3.943947e+02 	3.655753e+02 	3.398109e+02 	3.170564e+02 	2.971930e+02 	2.800460e+02 	2.654020e+02 	2.530237e+02 	2.426637e+02 	2.340752e+02 	2.270202e+02 	2.212759e+02 	2.166385e+02 	2.129254e+02 	2.099759e+02 	2.076509e+02 	2.058316e+02 	2.044183e+02 	2.033280e+02 	2.024924e+02 	2.018563e+02 	2.013751e+02 	2.010132e+02 	2.007427e+02 	2.005417e+02 	2.003932e+02 	2.002840e+02 	2.002042e+02 	2.001461e+02 	2.001041e+02 	2.000739e+02 	2.000522e+02 	2.000367e+02 	2.000257e+02 	2.000180e+02 	2.000125e+02 	2.000086e+02 	2.000060e+02 	2.000041e+02 	2.000028e+02 	2.000019e+02 	2.000013e+02 	2.000009e+02 	2.000006e+02 	2.000004e+02 	2.000003e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	1.688471e+01 
29 	5.792269e+02 	5.387105e+02 	4.998116e+02 	4.630178e+02 	4.287062e+02 	3.971408e+02 	3.684759e+02 	3.427661e+02 	3.199795e+02 	3.000128e+02 	2.827074e+02 	2.678656e+02 	2.552647e+02 	2.446699e+02 	2.358450e+02 	2.285605e+02 	2.225995e+02 	2.177624e+02 	2.138692e+02 	2.107600e+02 	2.082958e+02 	2.063571e+02 	2.048425e+02 	2.036675e+02 	2.027619e+02 	2.020685e+02 	2.015408e+02 	2.011418e+02 	2.008418e+02 	2.006175e+02 	2.004507e+02 	2.003275e+02 	2.002368e+02 	2.001705e+02 	2.001222e+02 	2.000872e+02 	2.000619e+02 	2.000438e+02 	2.000309e+02 	2.000217e+02 	2.000152e+02 	2.000106e+02 	2.000073e+02 	2.000051e+02 	2.000035e+02 	2.000024e+02 	2.000016e+02 	2.000011e+02 	2.000008e+02 	2.000005e+02 	2.000003e+02 	2.000002e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	1.619755e+01 
30 	5.795702e+02 	5.396909e+02 	5.013543e+02 	4.650303e+02 	4.310855e+02 	3.997807e+02 	3.712734e+02 	3.456265e+02 	3.228196e+02 	3.027635e+02 	2.853145e+02 	2.702896e+02 	2.574798e+02 	2.466624e+02 	2.376114e+02 	2.301055e+02 	2.239339e+02 	2.189016e+02 	2.148308e+02 	2.115633e+02 	2.089602e+02 	2.069013e+02 	2.052844e+02 	2.040232e+02 	2.030458e+02 	2.022933e+02 	2.017176e+02 	2.012797e+02 	2.009486e+02 	2.006997e+02 	2.005136e+02 	2.003752e+02 	2.002728e+02 	2.001975e+02 	2.001423e+02 	2.001021e+02 	2.000730e+02 	2.000519e+02 	2.000368e+02 	2.000260e+02 	2.000183e+02 	2.000128e+02 	2.000089e+02 	2.000062e+02 	2.000043e+02 	2.000030e+02 	2.000020e+02 	2.000014e+02 	2.000010e+02 	2.000007e+02 	2.000004e+02 	2.000003e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	1.555596e+01 
31 	5.798970e+02 	5.406256e+02 	5.028280e+02 	4.669567e+02 	4.333687e+02 	4.023211e+02 	3.739738e+02 	3.483967e+02 	3.255801e+02 	3.054473e+02 	2.878685e+02 	2.726741e+02 	2.596682e+02 	2.486398e+02 	2.393726e+02 	2.316533e+02 	2.252774e+02 	2.200541e+02 	2.158087e+02 	2.123844e+02 	2.096429e+02 	2.074637e+02 	2.057434e+02 	2.043946e+02 	2.033440e+02 	2.025308e+02 	2.019052e+02 	2.014269e+02 	2.010633e+02 	2.007884e+02 	2.005818e+02 	2.004273e+02 	2.003124e+02 	2.002274e+02 	2.001648e+02 	2.001189e+02 	2.000854e+02 	2.000611e+02 	2.000435e+02 	2.000309e+02 	2.000219e+02 	2.000154e+02 	2.000108e+02 	2.000076e+02 	2.000053e+02 	2.000037e+02 	2.000025e+02 	2.000017e+02 	2.000012e+02 	2.000008e+02 	2.000006e+02 	2.000004e+02 	2.000003e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	1.495580e+01 
32 	5.802085e+02 	5.415183e+02 	5.042375e+02 	4.688031e+02 	4.355621e+02 	4.047679e+02 	3.765823e+02 	3.510812e+02 	3.282643e+02 	3.080664e+02 	2.903702e+02 	2.750192e+02 	2.618295e+02 	2.506011e+02 	2.411272e+02 	2.332023e+02 	2.266282e+02 	2.212185e+02 	2.168015e+02 	2.132222e+02 	2.103429e+02 	2.080432e+02 	2.062189e+02 	2.047814e+02 	2.036561e+02 	2.027806e+02 	2.021038e+02 	2.015835e+02 	2.011860e+02 	2.008839e+02 	2.006556e+02 	2.004840e+02 	2.003557e+02 	2.002602e+02 	2.001895e+02 	2.001375e+02 	2.000993e+02 	2.000714e+02 	2.000512e+02 	2.000365e+02 	2.000260e+02 	2.000184e+02 	2.000130e+02 	2.000091e+02 	2.000064e+02 	2.000045e+02 	2.000031e+02 	2.000022e+02 	2.000015e+02 	2.000010e+02 	2.000007e+02 	2.000005e+02 	2.000003e+02 	2.000002e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	1.439339e+01 
33 	5.805061e+02 	5.423718e+02 	5.055875e+02 	4.705748e+02 	4.376713e+02 	4.071268e+02 	3.791040e+02 	3.536841e+02 	3.308753e+02 	3.106227e+02 	2.928210e+02 	2.773253e+02 	2.639632e+02 	2.525452e+02 	2.428737e+02 	2.347510e+02 	2.279847e+02 	2.223931e+02 	2.178076e+02 	2.140753e+02 	2.110592e+02 	2.086390e+02 	2.067102e+02 	2.051832e+02 	2.039819e+02 	2.030428e+02 	2.023132e+02 	2.017496e+02 	2.013167e+02 	2.009862e+02 	2.007351e+02 	2.005454e+02 	2.004028e+02 	2.002962e+02 	2.002168e+02 	2.001581e+02 	2.001147e+02 	2.000830e+02 	2.000597e+02 	2.000428e+02 	2.000306e+02 	2.000218e+02 	2.000155e+02 	2.000109e+02 	2.000077e+02 	2.000054e+02 	2.000038e+02 	2.000026e+02 	2.000018e+02 	2.000013e+02 	2.000009e+02 	2.000006e+02 	2.000004e+02 	2.000003e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	1.386549e+01 
34 	5.807906e+02 	5.431890e+02 	5.068819e+02 	4.722766e+02 	4.397017e+02 	4.094029e+02 	3.815435e+02 	3.562094e+02 	3.334161e+02 	3.131185e+02 	2.952219e+02 	2.795925e+02 	2.660689e+02 	2.544713e+02 	2.446111e+02 	2.362979e+02 	2.293455e+02 	2.235766e+02 	2.188259e+02 	2.149426e+02 	2.117908e+02 	2.092505e+02 	2.072168e+02 	2.055994e+02 	2.043211e+02 	2.033171e+02 	2.025334e+02 	2.019250e+02 	2.014556e+02 	2.010953e+02 	2.008204e+02 	2.006116e+02 	2.004539e+02 	2.003354e+02 	2.002467e+02 	2.001807e+02 	2.001318e+02 	2.000958e+02 	2.000693e+02 	2.000500e+02 	2.000359e+02 	2.000257e+02 	2.000183e+02 	2.000130e+02 	2.000092e+02 	2.000065e+02 	2.000046e+02 	2.000032e+02 	2.000022e+02 	2.000016e+02 	2.000011e+02 	2.000007e+02 	2.000005e+02 	2.000004e+02 	2.000002e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	1.336919e+01 
35 	5.810630e+02 	5.439725e+02 	5.081245e+02 	4.739131e+02 	4.416580e+02 	4.116008e+02 	3.839051e+02 	3.586606e+02 	3.358895e+02 	3.155557e+02 	2.975741e+02 	2.818215e+02 	2.681464e+02 	2.563788e+02 	2.463384e+02 	2.378419e+02 	2.307092e+02 	2.247676e+02 	2.198551e+02 	2.158229e+02 	2.125367e+02 	2.098768e+02 	2.077381e+02 	2.060296e+02 	2.046734e+02 	2.036034e+02 	2.027642e+02 	2.021099e+02 	2.016026e+02 	2.012115e+02 	2.009115e+02 	2.006827e+02 	2.005090e+02 	2.003779e+02 	2.002793e+02 	2.002056e+02 	2.001507e+02 	2.001100e+02 	2.000800e+02 	2.000579e+02 	2.000418e+02 	2.000300e+02 	2.000215e+02 	2.000154e+02 	2.000109e+02 	2.000077e+02 	2.000055e+02 	2.000038e+02 	2.000027e+02 	2.000019e+02 	2.000013e+02 	2.000009e+02 	2.000006e+02 	2.000004e+02 	2.000003e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	1.290189e+01 
36 	5.813242e+02 	5.447243e+02 	5.093187e+02 	4.754884e+02 	4.435446e+02 	4.137248e+02 	3.861927e+02 	3.610411e+02 	3.382984e+02 	3.179363e+02 	2.998789e+02 	2.840126e+02 	2.701957e+02 	2.582670e+02 	2.480545e+02 	2.393819e+02 	2.320747e+02 	2.259649e+02 	2.208939e+02 	2.167153e+02 	2.132961e+02 	2.105171e+02 	2.082733e+02 	2.064734e+02 	2.050384e+02 	2.039013e+02 	2.030056e+02 	2.023041e+02 	2.017578e+02 	2.013347e+02 	2.010087e+02 	2.007589e+02 	2.005684e+02 	2.004238e+02 	2.003147e+02 	2.002327e+02 	2.001713e+02 	2.001257e+02 	2.000918e+02 	2.000668e+02 	2.000484e+02 	2.000350e+02 	2.000252e+02 	2.000180e+02 	2.000129e+02 	2.000092e+02 	2.000065e+02 	2.000046e+02 	2.000032e+02 	2.000023e+02 	2.000016e+02 	2.000011e+02 	2.000008e+02 	2.000005e+02 	2.000004e+02 	2.000003e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	1.246127e+01 
37 	5.815748e+02 	5.454468e+02 	5.104676e+02 	4.770061e+02 	4.453654e+02 	4.157791e+02 	3.884101e+02 	3.633543e+02 	3.406453e+02 	3.202621e+02 	3.021374e+02 	2.861665e+02 	2.722168e+02 	2.601356e+02 	2.497587e+02 	2.409167e+02 	2.334408e+02 	2.271674e+02 	2.219413e+02 	2.176187e+02 	2.140679e+02 	2.111706e+02 	2.088220e+02 	2.069302e+02 	2.054157e+02 	2.042107e+02 	2.032574e+02 	2.025076e+02 	2.019211e+02 	2.014649e+02 	2.011119e+02 	2.008401e+02 	2.006320e+02 	2.004733e+02 	2.003530e+02 	2.002622e+02 	2.001939e+02 	2.001429e+02 	2.001048e+02 	2.000766e+02 	2.000558e+02 	2.000405e+02 	2.000293e+02 	2.000211e+02 	2.000151e+02 	2.000108e+02 	2.000077e+02 	2.000055e+02 	2.000039e+02 	2.000027e+02 	2.000019e+02 	2.000014e+02 	2.000009e+02 	2.000007e+02 	2.000005e+02 	2.000003e+02 	2.000002e+02 	2.000002e+02 	2.000001e+02 	2.000001e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.000000e+02 	2.486667e+02 	1.204523e+01 
